613,100100068
614,100100409
615,100100604
616,100100234
617,100100500
618,100100237
619,100100427
620,100100459
621,100100070
622,100100609
623,100100298
624,100100299
625,100100550
626,100100300
627,100100301
628,100100302
629,100100303
630,100100304
631,100100305
632,100100306
633,100100307
634,100100308
635,100100309
636,100100312
637,100100313
638,100100601
639,100100602
640,100100316
641,100100318
642,100100320
643,115000005
644,114000001
645,100100322
646,100100329
647,100100567
648,100100573
649,100100572
650,100100570
651,122000010
652,100100330
653,100100293
654,100100331
655,100100332
656,100100451
657,100100495
658,100100551
659,111000008
660,100100440
661,100100103
662,100100450
663,100100449
664,100100448
665,100100447
666,100100337
667,100100338
668,100100339
669,100100340
670,100100341
671,100100342
672,100100446
673,100100104
674,100100105
675,116000006
676,100100107
677,100100587
678,123000011
679,100100110
680,100100111
